title,genre,length,year,plot,star,n_vote,box_office,director,cast
Story of a Bad Boy,"Comedy, Drama, Music",85 min,(1999),"17-year-old Pauly is a closeted high school kid who wants it all. His dad wants him to make the track team, his mom wants him to do well in the band, and Pauly just wants to get closer to the new student teacher doing the school play.",5.2,473,N/A,['Tom Donaghy'],"['Jeremy Hollingworth', 'Christian Camargo', 'Stephen Lang', 'Julie Kavner']"
The Twilight Girls,Drama,88 min,(1957),A beautiful and sophisticated teenager is placed in a regimented French girls' boarding school after her father apparently commits suicide over a business scandal. She immediately gains ...                See full summary »,5.2,217,N/A,['André Hunebelle'],"['Gaby Morlay', 'Henri Guisol', 'Marie-Hélène Arnaud', 'Estella Blain']"
Kryptonim: Polska,"Comedy, Drama",97 min,(2022),"Staszek lives in Bialystok and is a member of the Radical Youth Association, abbreviated as ZMR. He is not a radical himself, but belonging to nationalists gives him strength and a sense of...                See full summary »",5.2,880,N/A,['Piotr Kumik'],"['Borys Szyc', 'Maciej Musialowski', 'Magdalena Mascianica', 'Antoni Królikowski']"
As Long As I'm Famous,"Biography, Drama, History",104 min,(2022),"Inspired by true events, pays homage to the Golden Age, 1948. ""What happened in Hollywood, stayed on Broadway"". The private lives of legends from Monty Clift to Richard Rodgers, told through the eyes of 24 year old Sid Lumet.",5.2,76,N/A,['Bruce Reisman'],"['Michael Paré', 'Tracy Nelson', 'David Chokachi', 'Eric Lutes']"
The French Boys,Drama,102 min,(2021),"Featuring five captivating stories set among rolling hills, village squares and the rooftops of Paris - the birthplace of cinema has never looked this inviting.",5.2,18,N/A,[],"['Quentin Dolmaire', 'Marvin Dubart', 'Simon Royer', 'Julien Gaspar-Oliveri']"
Aya Arcos,Drama,84 min,(2014),"When successful writer Edu falls in love with a young hustler, Fabio, his initial fear is about contracting HIV, but emotional matters soon loom large as well.",5.2,167,N/A,['Maximilian von Moll'],"['César Augusto', 'Daniel Passi', 'André Vieira', 'Flávia Gusmão']"
The Ghosts,"Horror, Thriller",78 min,(2018),"Nicolas Wolf, an Austrian who's just inherited his grandmother's Parisian flat, is shaken with fear as an unexpected nightly visitor refuses to leave. But no-one but Nicolas seems to be able to see the menacing stranger.",5.2,62,N/A,['Alexandre Vallès'],"['André Schneider', 'Judith Magre', 'Pierre Emö', 'Alexandre Vallès']"
"Simon, el gran varón","Crime, Drama, Mystery",90 min,(2002),"The first-born son of a wealthy Mexican businessman, Simon is doted upon by his father, Don Andres. But as Simon grows older, he displays a fondness for dressing in women's clothing and playing with dolls.",5.2,42,N/A,[],"['Alberto Estrella', 'Hugo Stiglitz', 'Alicia Encinas', 'Gibran Gonzalez']"
The Book of Birdie,"Fantasy, Horror",91 min,(2017),The Strange Events of the Life of Birdie.,5.2,140,N/A,['Elizabeth E. Schuch'],"['Ilirida Memedovski', 'Suzan Crowley', 'Kymberly Mellen', 'Kathryn Browning']"
Bruno & Earlene Go to Vegas,"Adventure, Drama, Romance",95 min,(2013),"Earlene arrives at Venice Beach after running away from an estranged lover, only to become fast friends with an Australian skater who is also lost. Together, they set out into the desert to find themselves.",5.2,151,N/A,['Simon Savory'],"['Cassandra Peterson', 'Sheena Metal', 'Ashleigh Sumner', 'Simon Savory']"
Phaidros,Drama,98 min,(2018),"The story's background is the queer scene of Vienna. ""Phaidros"" is a burlesque confusion about the passion of love, power structures and jealousy, full of sensuality, fantasy, and madness.",5.2,14,N/A,['Mara Mattuschka'],"['Julian Sharp', 'Alexander E. Fennon', 'Nicola Filippelli', 'May Teodosio']"
Heatwave,Thriller,100 min,(I) (2022),"Claire, an ambitious young woman, starts working for a successful and rich businessman, but unknowingly gets involved in an affair with his wife.",5.1,"2,327",N/A,['Ernie Barbarash'],"['Kat Graham', 'Merritt Patterson', 'Sebastian Roché', 'Cardi Wong']"
Pieces,"Documentary, Comedy",72 min,(2013),"Six people, one room, one night, one dinner, a lot of sensuality and much to discover. A film that shows how bodies and minds might meet, when allowed to.",5.1,119,N/A,['Maike Brochhaus'],"['Simon', 'Linus', 'Alice', 'Franzi']"
The Feels,"Comedy, Romance",90 min,(2017),A lesbian bachelorette weekend goes awry when one of the brides admits she's never had an orgasm.,5.1,"2,259",N/A,['Jenée LaMarque'],"['Constance Wu', 'Angela Trimbur', 'Josh Fadem', 'Jenée LaMarque']"
Mom + Mom,"Biography, Comedy, Romance",81 min,(2018),"The story of two women who love each other and desire a child. They still don't know that the enthusiasm of this attempt will be followed by many vicissitudes, but when desire becomes stronger than pain and fatigue, miracles can happen.",5.1,195,N/A,['Karole Di Tommaso'],"['Linda Caridi', 'Maria Roveran', 'Andrea Tagliaferri', 'Silvia Gallerano']"
Upon Her Lips: Pure Feels,Drama,93 min,(2021),"From Germany to Israel, Sweden to Brazil, girls and women face up to their wants and desires - their passions past, and lovers present. A mix of laughter, tears and warm inside feels, come ...                See full summary »",5.1,24,N/A,[],"['Siham Shurafa', 'Lisa Henni', 'Dafi Shoshana-Alpern', 'Cécile Cassel']"
Sex express coffee,Thriller,87 min,(2010),Police detective Escobar attempts to capture an HIV+ internet predator who lures unsuspecting young men into sexual encounters while investigating the case of a man who was chopped into pieces and stuffed in his own refrigerator.,5.1,59,N/A,['Oscar Gonzalez Iñiguez'],"['Ricardo Bonno', 'Fernando Consagra', 'Diego de Erice', 'Maria de la Fuente']"
Drag Kids,Documentary,80 min,(2019),Feature length documentary of four preteens who enter the adult world of competitive drag queens.,5.1,329,N/A,['Megan Wennberg'],"['Olivia Bailey', 'Trinity Bailey', 'Victoria Bailey-Kerr', 'Nemis Quinn Mélançon Golden']"
Lyrics from a Bleeding Heart,Drama,N/A,(2020),"Coming of age, LGBT friendly, tragic drama film. Lyrics from a Bleeding Heart focuses on the contrasting lives of Ryan, an introverted, slightly burn-scarred lyricist, and Jimmy, an ...                See full summary »",5.1,9,N/A,[],"['Tristan Edwards', 'Scott Bringe', 'Brandon Lee Carroll', 'Chelsea Arielle Kibbee']"
Poppy Goes to Hollywood,Comedy,93 min,(2016),A criminal gang comitts a murder outside a club in Phnom Penh. Mony witnesses the murder and gets help from his older sister Lena who works as a dancer at the gay club.,5.1,13,N/A,[],[]
Charlie's Angels,"Action, Adventure, Comedy",118 min,(2019),"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",5.0,"79,395",$17.80M,['Elizabeth Banks'],"['Kristen Stewart', 'Naomi Scott', 'Ella Balinska', 'Elizabeth Banks']"
Another Gay Movie,"Comedy, Romance",92 min,(2006),Four gay high school friends make a pact to lose their virginity before they go to college.,5.0,"9,446",$0.65M,['Todd Stephens'],"['Michael Carbonaro', 'Jonathan Chase', 'Jonah Blechman', 'Mitch Morris']"
Camp Beaverton: Meet the Beavers,"Documentary, Adventure, Comedy",61 min,(2013),"Camp Beaverton: Meet the Beavers is a documentary film by Ana Grillo and Beth Nelsen, aka Ana Mission and Agent Nelsen. Camp Beaverton is the Home for Wayward Girls, the only queer, all ...                See full summary »",5.0,175,N/A,[],[]
Pee Nak 3,"Comedy, Horror",111 min,(2022),A group of friends have to break a curse from an ancient spirit and have a friend ordained as a monk.,5.0,238,N/A,['Phontharis Chotkijsadarsopon'],"['Rinat Abushaev', 'Phiravich Attachitsataporn', 'Kuytae Oppa', 'Pond Khunnapat Pichetworawut']"
Phantom Project,"Comedy, Drama, Fantasy",97 min,(2022),"Follow Pablo, a young actor who dreams of starring in a film, but in order to pay the bills he has to work as a simulated patient in medical schools and in weird sessions of alternative therapies.",5.0,254,N/A,['Roberto Doveris'],"['Juan Cano', 'Ingrid Isensee', 'Violeta Castillo', 'Fernanda Toledo']"
Helicopter Mom,"Comedy, Drama",81 min,(2014),"Maggie Cooper thinks it would be really cool if her son Lloyd were gay. So cool, in fact, that she outs him to the entire school.",5.0,"1,692",N/A,['Salomé Breziner'],"['Nia Vardalos', 'Jason Dolley', 'Mark Boone Junior', 'Skyler Samuels']"
Last Ferry,"Crime, Drama, Thriller",86 min,(2019),"When a young gay lawyer arrives on Fire Island to explore his sexuality, he becomes witness to a murder after being drugged. A stranger helps him to safety, but he soon discovers his savior is friends with the killer.",5.0,"1,996",N/A,['Jaki Bradley'],"['Gabriel Sloyer', 'Larry Owens', 'Myles Clohessy', 'Jaye Ayres-Brown']"
Liberty's Secret,"Comedy, Musical, Romance",95 min,(2016),"The squeaky-clean daughter of a ""family values"" preacher becomes a national political sensation and falls in love with her spin doctor -- another woman.",5.0,495,N/A,[],"['Jaclene Wilk', 'Cara AnnMarie', 'Alfrelynn J. Roberts', 'Chris Lutkin']"
The First Temptation of Christ,Comedy,46 min,(2019),"Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family.",5.0,"3,538",N/A,['Rodrigo Van Der Put'],"['Gregório Duvivier', 'Fábio Porchat', 'Antonio Tabet', 'Evelyn Castro']"
What Women Want: Gay Romance,"Documentary, Romance",48 min,(2020),"Women are the overwhelming majority of writers, publishers, readers and fans of gay male romance novels. Dive into the Gay Rom Lit convention in Albuquerque, New Mexico to discover why.",5.0,37,N/A,['Charlie David'],"['Daryl Banner', 'L.A. Witt', 'Sam York', 'Carol Lynne']"
Sankaku Mado no Sotogawa wa Yoru,"Horror, Mystery, Romance",102 min,(2021),"Two psychics team up to solve a string of murders, and along their investigations develop a romantic connection.",5.0,235,N/A,['Yukihiro Morigaki'],"['Masaki Okada', 'Jun Shison', 'Yurina Hirate', 'Makita Sports']"
The Love Patient,"Comedy, Romance",95 min,(2011),"Paul is a success who has gone stale with his work and his life. He has lost the love of his life but they are still co-workers. So he decides to ""get"" cancer so he can be popular again ...                See full summary »",5.0,486,N/A,['Michael Simon'],"['Benjamin Lutz', 'John Werskey', 'Jackson Palmer', 'Annette Remter']"
Celluloid,"Drama, Thriller",121 min,(2014),Lloyd takes us straight into the heart of dysfunctional family life. Mum Dawn's (Janet Banford) struggle with her past is played out not only upon the counsellors couch during regression ...                See full summary »,5.0,36,N/A,['Lloyd Eyre-Morgan'],"['Janet Bamford', 'Daniel Booth', 'James Devlin', 'Neil Ely']"
Rise: Blood Hunter,"Action, Crime, Horror",97 min,(2007),"A reporter wakes up in a morgue and finds herself a member of the undead, before vowing revenge against the sect which put her there.",4.9,"12,549",$0.11M,['Sebastian Gutierrez'],"['Lucy Liu', 'Michael Chiklis', 'Carla Gugino', 'Robert Forster']"
Bit,"Comedy, Horror",90 min,(2019),"A transgender teenage girl on summer vacation in Los Angeles fights to survive after she falls in with four queer feminist vampires, who try to rid the city's streets of predatory men.",4.9,"1,393",N/A,['Brad Michael Elmore'],"['Diana Hopper', 'Nicole Maines', 'Zolee Griggs', 'Friday Chamberlain']"
Man at Bath,Drama,72 min,(2010),"Between Gennevilliers and New York, Omar and Emmanuel go to great lengths to prove to each other they're no longer in love.",4.9,"1,063",N/A,['Christophe Honoré'],"['François Sagat', 'Omar Ben Sellem', 'Chiara Mastroianni', 'Rabah Zahi']"
Satsujinki o kau onna,Horror,82 min,(2019),When Kyoko was a child her stepfather sexually abused her. She took refuge in the world of fantasy and multiple personalities. Kyoko has three flat-mates now one of whom is a lesbian who is...                See full summary »,4.9,328,N/A,['Hideo Nakata'],"['Rin Asuka', ""Shin'ya Hamada"", 'Airi Matsuyama', 'Kenji Mizuhashi']"
What It Was,"Drama, Romance",85 min,(2014),"An old flame is reignited and a new desire is awaken when Hollywood Actress Adina J. Spencer returns back to New York. Soon she is forced to face her sexual past, confront her present identity, and admit her true love.",4.9,62,N/A,['Daniel Armando'],"['Arlene Chico-Lugo', 'Dee Herlihy', 'Melissa Navia', 'Brandon Smalls']"
The Politics of Fur,Drama,77 min,(2002),"Una, a controlling big shot L.A. music producer living with her pet baby tiger and her gay assistant, becomes attracted to an independent female artist called 'B' and tries to both sign her and bed her, but it's a rocky relationship.",4.9,82,N/A,['Laura Nix'],"['Katy Selverstone', 'Brynn Horrocks', 'T. Jerram Young', 'Carolyn Mignini']"
Good as You,Comedy,95 min,(2012),"Protested by Catholic organizations at the time of its release, this romantic comedy from Italy follows eight characters who cross paths on New Year's Eve in Rome. After a sudden power ...                See full summary »",4.9,125,N/A,['Mariano Lamberti'],"['Enrico Silvestrin', 'Daniela Virgilio', 'Lucia Mascino', 'Elisa Di Eusanio']"
Ringolevio,"Comedy, Drama, Romance",80 min,(2020),"Ada, a reserved young woman with a passion for entomology, travels north to meet her girlfriend's family, but struggles to find common ground.",4.9,56,N/A,['Kristin Peterson Kaszubowski'],"['Nicole Velasco Lockard', 'Meredith Johnston', 'Joshua Koopman', 'Cory Hardin']"
Opie Gets Laid,"Comedy, Romance",75 min,(2005),"Opie (James Ricardo) arrived at age 30 with his virginity intact, primarily because he prefers eating to dating.",4.9,248,N/A,['James Ricardo'],"['James Ricardo', 'April Wade', 'Ute Werner', 'Jesselynn Desmond']"
This Is Drag,Documentary,60 min,(2015),"-An intimate, behind-the-scenes look at performance, glamor, fame, family, love and sacrifice as some of the world's most renowned drag queens come together for World Pride in Toronto (in Canada).",4.9,115,N/A,['Mark Kenneth Woods'],"['Roy Haylock', 'Danny Noriega', 'Shane Jenek', 'Greg Meyer']"
Rabid Grannies,"Comedy, Horror",89 min,(1988),Two sweet little old ladies fall victim to an ancient curse that transforms them into bloodthirsty killers!,4.8,"2,030",N/A,['Emmanuel Kervyn'],"['Catherine Aymerie', 'Caroline Braeckman', 'Richard Cotica', 'Danielle Daven']"
The Male Gaze: The Heat of the Night,Drama,89 min,(2019),"When darkness falls, temperatures rise in these six stories about late night confessions, intimacy for sale, high speed hookups and full moon frissons. But when the sun comes up and reality reveals itself, will it have all been worth it?",4.8,119,N/A,[],"['Ezra Fieremans', 'Andreas La Chenardière', 'Thomas Ryckewaert', 'Steven van Watermeulen']"
West of Eden,"Drama, Romance, Western",118 min,(2017),"The affluent farmer's son is everything Billy desires. The farm is everything the head drover wants. A story of forbidden love, revenge and a family torn apart, inspired by true events.",4.8,294,N/A,['Alastair Riddell'],"['Kieran Foster', 'Luke Thompson', 'Peter Hansen', 'Vanessa Riddell']"
I Love Her,"Drama, Romance",93 min,(2016),"The young street musician girl must to conquer her own fears and ghosts from the past of social influences from Ukraine, where she grown up, in order to admit her feelings to other ...                See full summary »",4.8,28,N/A,['Darya Perelay'],"['Natalie Ivanchuk', 'Eudald Font', 'Andrés Mercado', 'Clare Durant']"
Ardhanaari,Drama,95 min,(2012),"The life and struggles of Manjula/Vinayan, a transgender person in Kerala.",4.8,15,N/A,['Santhosh Souparnika'],"['Manoj K. Jayan', 'Mahalakshmi', 'Thilakan', 'Maniyanpilla Raju']"
Fanci's Persuasion,"Comedy, Fantasy, Romance",80 min,(1995),"Fanci and Loretta are getting married tomorrow, and a series of crises hits. Fanci's not sure her parents will come, and that upsets her; this focus on her parents, in turn, upsets Loretta....                See full summary »",4.8,19,N/A,['Charles Herman-Wurmfeld'],"['Boa', 'Mx Justin Vivian Bond', 'Jon Bush', 'Robert Coffman']"
Bizarre,"Drama, Romance",98 min,(2015),A French teenager gets a job at the burlesque club Bizarre in New York.,4.7,"1,300",N/A,['Étienne Faure'],"['Pierre Prieur', 'Adrian James', 'Raquel Nave', 'Rebekah Underhill']"
2 in the Bush: A Love Story,"Comedy, Drama, Romance",97 min,(2018),"2 in the Bush: A Love Story is an unconventional romantic comedy about dungeons, a fish named Archimedes, and the many forms that love takes.",4.7,874,N/A,['Laura Madalinski'],"['Sarah Lin Mitchell', 'Travis Delgado', 'Caito Aase', 'Melissa DuPrey']"
The Male Gaze: The Boy Is Mine,"Comedy, Drama, Romance",95 min,(2020),"We wish to make him ours, to keep and to hold forever, but will the boy reciprocate? Is he everything we expected him to be? In these five tales a variety of characters throw caution to the wind and take their chances on a fleeting moment.",4.7,115,N/A,[],"['Carlos Flores Jr.', 'Roman Kané', 'Roly Botha', 'Julien Drion']"
Girl for Girl,Drama,87 min,(2001),"Ben is dating a beautiful yoga instructor named Caitlin, while Jeff is seeing Sara, an ambitious model. However, the men decide that they are suspicious",4.7,192,N/A,['John Quinn'],"['Kelli McCarty', 'Sebastien Guy', 'Tracy Ryan', 'Brian Bianchini']"
Histórias Que Nossas Babás Não Contavam,Comedy,97 min,(1979),Erotic spoof of Snow White and the Seven Dwarfs.,4.7,245,N/A,['Oswaldo de Oliveira'],"['Adele Fátima', 'Costinha', 'Meiry Vieira', 'Denis Derkian']"
1448 Love Among Us,Drama,93 min,(2014),Add a Plot,4.7,229,N/A,['Arunsak Ongla-or'],"['Apinya Sakuljaroensuk', 'Isabella Lete', 'Pudit Kunchanasongkarm', 'Patchata Jan-Ngern']"
The Winner Takes It All,Comedy,78 min,(2023),"Wealthy socialite Kiki confides in her best friend Maxine that her husband is cheating on her, and is in danger of losing her rather large fortune. The two women make a deal to uncover the truth, but not all is as it seems.",4.7,41,N/A,[],"['Maxi Shield', 'Manuel Kornisiuk', 'Jessica Marchi', 'Jack Stratton-Smith']"
Chasing Pavement,Drama,82 min,(2015),"Chasing Pavement stars Remy Mars as Elijah Young, an 'urban' porn star who is preparing to leave the adult entertainment industry and start a new career as a chef. His new roommate, Takeshi...                See full summary »",4.7,181,N/A,['Matthew Doyle'],"['Remy Mars', 'Tokio Sasaki', 'Antonio Biaggi', 'Zekee Silos']"
Never Look Back,"Comedy, Drama",90 min,(1997),"Jill flees New Smyrna, Florida, and boyfriend Keith, in hopes of a new life as a Miami fashion model in South Beach. With advice and support from drag queens Billee and Mona, she makes it ...                See full summary »",4.7,42,N/A,['Stephen Kinsella'],"['Nicole Cannon', 'Chris Sery', 'Candis Cayne', 'Lina Bradford']"
The Magical Christmas Tree,"Fantasy, Romance",N/A,(2021),"When their Mean Boss has a sudden change of heart after being visited by the Ghosts of Christmas, Pace is sent off to find a real Christmas Tree in the forest. A grand adventure begins where they set off on a search for the Magical tree.",4.7,44,N/A,['Scott Hillman'],"['Socks Whitmore', 'Ky Mullen', 'Shane Ryan-Reid', 'Chris Spinelli']"
The Road to Edmond,Comedy,125 min,(2018),"Cleo loves his life as a youth pastor in suburban Denver, but his genuine support for a teenage girl has put his job in jeopardy. When the church's Elder Board becomes aware of the ...                See full summary »",4.7,166,N/A,['David Trotter'],"['Nathanael Welch', 'Tripp Fuller', 'Crystal Chandler', 'Alexia George']"
Delirium,"Action, Horror, Thriller",88 min,(1979),"An ex-soldier is hired by local right-wingers as a vigilante to clean up criminals and street people. However, he freaks out and starts killing off everybody.",4.6,818,N/A,['Peter Maris'],"['Turk Cekovsky', 'Debi Chaney', 'Terry TenBroek', 'Barron Winchester']"
A Nice Quiet Life,"Drama, Romance",85 min,(2018),Two college students fall in love one year before graduation and have bright futures ahead until one of them develops schizophrenia.,4.6,408,N/A,['Edgar Michael Bravo'],"['Jordan Becker', 'Jacob Fortner', 'Taylor Clift', 'Nancy Daly']"
Baby Jane,"Drama, Romance",93 min,(2019),"Jonna (19) is leaving her small town just after finishing her education, going to the big city, enjoying big city life until she is attacked by a man at night. She is saved by the 30 year old woman Piki, and falls in love with her.",4.6,461,N/A,['Katja Gauriloff'],"['Roosa Söderholm', 'Maria Ylipää', 'Nelly Kärkkäinen', 'Lauri Tilkanen']"
Cherry Pop,"Comedy, Musical",79 min,(2017),"A bawdy, uproarious comedy about a newcomer's wild night in a down-and-out drag club. Starring Caldwell Tidicue (Bob The Drag Queen), Tempest DuJour, Detox, Mayhem Miller and Latrice Royale.",4.6,"1,556",N/A,['Assaad Yacoub'],"['Lars Berge', 'Toccara Jones', 'Jared Carlson', 'Dennis Meador']"
Killing of the Flesh,"Horror, Mystery, Thriller",92 min,(1983),"A murder occurs at a hotel where a phalanx of frisky funeral-goers are staying. Ordered by the police to stay to see if the killer will strike again, the guests get even friskier with one another.",4.6,116,N/A,['Cesare Canevari'],"['Marc Porel', 'Sonia Otero', 'Fulvio Ricciardi', 'Moana Pozzi']"
Sticks and Stones,Drama,85 min,(1970),Peter and Buddy are throwing a 4th of July Fire Island party and you're all invited. Best described as a low-budget version of The Boys In The Band.,4.6,145,N/A,['Stan Lopresto'],"['Craig Dudley', 'J. Will Deane', 'Jimmy Foster', 'Robert Case']"
Paranoid: Everything Wipe from the Beginning,"Crime, Drama, Horror",110 min,(2022),The paranoid is about the experiences of two different characters in a sanatorium located in a remote district of Istanbul.,4.6,21,N/A,['Dogus Arslan'],"['Ilkin Abaslioglu', 'Dogus Aslan', 'Mesut Aslan', 'Mesut Aslan']"
Sex and the City 2,"Comedy, Drama, Romance",146 min,(2010),"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",4.5,"83,887",$95.35M,['Michael Patrick King'],"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon']"
Sex Doll,Thriller,102 min,(2016),"Set in London's world of high class call girls, Amoureux Solitaires tells the story of London based French escort Virgiinie, and Rupert, a man who rescues trafficked girls - A tale of modern love.",4.5,"2,201",N/A,['Sylvie Verheyde'],"['Hafsia Herzi', 'Ash Stymest', 'Karole Rocher', 'Paul Hamy']"
Little Gay Boy,Drama,72 min,(2013),"A young gay boy, from his birth to his teenage years, in which he experiments his sexuality and his own boundaries, to the day he finally meets his father.",4.5,165,N/A,['Antony Hickling'],"['Gaëtan Vettier', 'Manuel Blanc', 'Amanda Dawson', 'Gérard Bertin']"
Future Century Amazons,"Action, Horror",76 min,(2017),"After radical feminism and the emasculation of men have caused the downfall of civilization, the few remaining humans live in various settlements with vast lawless lands in between.",4.5,20,N/A,['Naoyuki Tomomatsu'],"['Luna Amemiya', 'Mary Aoi Iii', 'Maki Aoyama', 'Ryô Asagiri']"
Confessions,"Comedy, Drama, Horror",88 min,(IV) (2016),"Ten gay men confess their secrets in the collection of short pieces, some funny, some shocking, some horrifying, all riveting.",4.5,144,N/A,['Mark Bessenger'],"['Dana Kjeldsen', 'Nick Martin', 'Joseph Graham', 'Lotti Pharriss Knowles']"
One Deep Breath,"Drama, Thriller",63 min,(2014),"Maël tries hard to cope with his partner Adam's suicide as well as their troubled past together. Patricia, also one of Adam's lovers, gets herself into danger in her attempt to help Maël in his grief.",4.5,136,N/A,['Antony Hickling'],"['Manuel Blanc', 'Thomas Laroppe', 'Stéphanie Michelini', 'André Schneider']"
Cinderella,"Comedy, Family, Fantasy",112 min,(I) (2021),"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",4.4,"46,360",N/A,['Kay Cannon'],"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine', 'Idina Menzel']"
Daddy Issues,"Drama, Romance",81 min,(I) (2018),"Maya, a queer pixie artist, meets and falls madly in love with her insta-crush: the sexually fluid fashionista, Jasmine. It's all gumdrops and fairytales until Maya discovers Jasmine's passionate relationship with a secret sugar daddy.",4.4,838,N/A,['Amara Cash'],"['Madison Lawlor', 'Montana Manning', 'Andrew Pifko', 'Kamala Jones']"
The Male Gaze: Three's Company,Drama,98 min,(2021),"Two's company, three's allowed? From family disputes and unexpected babysitting duties to uncomfortable high school memories, manga drawing and friendships pushed to the next level - the ...                See full summary »",4.4,126,N/A,[],"['Antoine Gouy', 'Michael Muller', 'Satya Dusaugey', 'Jean Le Peltier']"
Bloody Mallory,"Action, Comedy, Horror",94 min,(2002),"Heroines Mallory, Vena Cava and Talking Tina fight the fallen angel Abaddon and his accomplices vampire Lady Valentine and succubus Morphine.",4.4,"1,262",N/A,['Julien Magnat'],"['Olivia Bonamy', 'Adrià Collado', 'Jeffrey Ribier', 'Laurent Spielvogel']"
Mr. High Heels,"Comedy, Romance",94 min,(2016),"What's a man gotta do when the girl, he's secretly loved since he was a small boy, decides on never dating a man again after being cheated on again and she starts going to a lesbian nightclub - dress up like a woman to get in.",4.4,50,N/A,['Ke Lu'],"['Jiang Du', 'Fiona Sit', 'Cheney Chen', 'Cho-Lam Wong']"
Luurankoluola,"Horror, Mystery, Thriller",64 min,(2017),"Young woman discovers a videotape of an old kids' show that used to scare her as a child. After watching the tape again, she starts to relive her old trauma and losing her sense of reality in nightmarish way.",4.4,16,N/A,['Elmo Rautio'],"['Hanna Louhimo', 'Epe Niiranen', 'Aino-Maria Lehtosaari', 'Vilma Emmiina Kinnunen']"
Macho,"Comedy, Romance",102 min,(I) (2016),"To continue his deception as a flamboyant gay fashion designer, womanizing cad Evaristo Jiménez reluctantly agrees to seemingly date the new, gay office boy.",4.3,942,N/A,['Antonio Serrano'],"['Cantante', 'Mario Iván Martínez', 'Sophie Gómez', 'Miguel Rodarte']"
The Seminarian,"Drama, Romance",101 min,(2010),"A closeted student at a conservative theological seminary, struggles to come to terms with his nurtured beliefs and coming out to himself, his friends, and his only surviving family member. At this low point mentally and emotionally, Ryan ends up in a troubled online relationship which leads him to question everything he has known about God and Love.",4.3,604,N/A,['Joshua Lim'],"['Mark Cirillo', 'Linda J. Carter', 'Philip Willcox', 'Alexander Matute']"
Sex Files: Portrait of the Soul,"Horror, Mystery",91 min,(1998),"When a beautiful woman meets a photographer, she doesn't realize the danger in which she will place herself. She poses for him and makes a Dorian Gray-type pact where she will remain eternally youthful while the picture shows her true age.",4.3,166,N/A,['David Goldner'],"['Jenna Bodnar', 'Patrick Williams', 'Leslie Olivan', 'Chris Johnston']"
Las ratas no duermen de noche,Horror,87 min,(1976),"A mad doctor performs a head transplant on an injured criminal, which results in him being even more dangerous and murderous than before.",4.3,392,N/A,['Juan Fortuny'],"['Paul Naschy', 'Silvia Solar', 'Olivier Mathot', 'Evelyne Scott']"
La presencia,Horror,75 min,(2012),Add a Plot,4.3,34,N/A,['Óscar Parra de Carrizosa'],"['Emilio de Cos', 'Isabel Garzo', 'Rebeca Medina', 'Julián Teurlais']"
F(l)ag Football,"Documentary, Sport",94 min,(2014),"Three teams and their journey to become the next Gay Bowl Champions. With everything on the line, some teams will come together and others will fall apart, but gay sports will never be seen the same way again.",4.3,212,N/A,['Seth Greenleaf'],"['Wade Davis', 'Jared Garduno', 'Brenton Metzler', 'Cyd Zeigler']"
Can't Stop the Music,"Biography, Comedy, Musical",124 min,(1980),A pseudo autobiography of disco's The Village People.,4.2,"4,493",$2.00M,['Nancy Walker'],"['Ray Simpson', 'David Hodo', 'Felipe Rose', 'Randy Jones']"
Woo,"Comedy, Romance",84 min,(1998),Gorgeous and extravert Woo meets insecure and straight-laced law clerk Tim at a blind date.,4.2,"2,251",$8.03M,['Daisy von Scherler Mayer'],"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin', 'Michael Ralph']"
Thank You for Coming,Comedy,119 min,(2023),"When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",4.2,"8,372",N/A,['Karan Boolani'],"['Bhumi Pednekar', 'Dolly Singh', 'Shibani Bedi', 'Shehnaaz Gill']"
Beauty,"Drama, Romance",95 min,(2022),A gifted young Black woman struggles to maintain her voice and identity after she’s offered a lucrative recording contract.,4.2,825,N/A,['Andrew Dosunmu'],"['Gracie Marie Bradley', 'Aleyse Shannon', 'Niecy Nash', 'Giancarlo Esposito']"
Adam,"Comedy, Drama, Romance",95 min,(I) (2019),"Awkward teen Adam spends his last high school summer with his big sister, who throws herself into NYC's lesbian and trans activist scene. In this coming-of-age comedy, Adam and those around him encounter love, friendship and hard truths.",4.2,"1,703",N/A,['Rhys Ernst'],"['Nicholas Alexander', 'Bobbi Salvör Menuez', 'Margaret Qualley', 'Leo Sheng']"
Kiss & Tell,"Comedy, Drama",96 min,(1997),A performance artist turns up dead with a carrot up her butt by LAX. Three detectives interview her friends to find out who killed her and why.,4.2,282,N/A,['Jordan Alan'],"['Richmond Arquette', 'Lewis Arquette', 'Peter Greene', 'Jill Hennessy']"
