title,genre,length,year,plot,star,n_vote,box_office,director,cast,keyword
Transe,['Drama'],93 min,2022,A threesome that takes place against the backdrop of Brazil's 2018 presidential election. Three young adults in a love triangle seek to understand the world and who they are on the brink of...                See full summary »,6.5,16,0.0,[],"['Johnny Massaro', 'Luisa Arraes', 'Ravel Andrade', 'Matheus Macena']",bisexual
Straight,"['Crime', ' Drama', ' Romance']",59 min,2007,"A ""ménage à trois"" between a young German-Polish social worker, a young German Jewish intellectual and a young German-Turkish boy, playing in Berlin-Neukölln, the so called ""ghetto"" of Germany",5.0,176,0.0,['Nicolas Flessa'],"['Beba Ebner', 'Florian Sonnefeld', 'Eralp Uzun', 'Oktay Özdemir']",bisexual
"Más que amor, frenesí","['Comedy', ' Drama', ' Thriller']",101 min,1996,"Not Love Just Frenzy is a fast, funny adventure through the wild Euroclub scene in the style of the scandalous Pedro Almodovar. A group of hot, horny twentysomething friends looking for ...                See full summary »",5.5,675,0.0,[],"['Nancho Novo', 'Cayetana Guillén Cuervo', 'Ingrid Rubio', 'Beatriz Santiago']",bisexual
The Kiss of Death,"['Drama', ' Horror']",90 min,1974,Add a Plot,6.1,84,0.0,['Mario Lanfranchi'],"['Maurizio Bonuglia', 'Eleonora Giorgi', 'Martine Beswick', 'Valentina Cortese']",bisexual
Film Geek,['Comedy'],78 min,2005,"The story of Scotty Pelk, a socially inept video store clerk who gets fired from his job and becomes a sensation as an online film critic.",6.1,1098,20000.0,['James Westby'],"['Melik Malkasian', 'Ritah Parrish', 'John Breen', 'Dennis Adkins']",bisexual
"Joshua Tree, 1951: A Portrait of James Dean","['Biography', ' Drama']",93 min,2012,"Joshua Tree, 1951 is the provocative and mesmerizing experimental portrait of an icon.",6.1,887,0.0,['Matthew Mishory'],"['James Preston', 'Dan Glenn', 'Clare Grant', 'Erin Daniels']",bisexual
Noah's Arc,['Drama'],75 min,2004,"Four gay friends live in L.A. and deal with today's issues, boyfriends, aids, your boyfriend's children, making it in the movie biz, etc.",7.9,463,0.0,['Patrik-Ian Polk'],"['Alistair Abell', 'Nate Adams', 'Jennia Fredrique Aponte', 'Jensen Atwood']",bisexual
Los 2 lados de la cama,"['Comedy', ' Musical', ' Romance']",104 min,2005,Three years have passed and boys seem to have matured. Javier is about to marry Marta and Pedro is very much in love with his new girlfriend Raquel.,5.6,1433,0.0,['Emilio Martínez Lázaro'],"['Ernesto Alterio', 'Guillermo Toledo', 'Alberto San Juan', 'María Esteve']",bisexual
No Ordinary Love,"['Comedy', ' Romance']",104 min,1994,Several young adults live in a large house in the Hollywood Hills. They have affairs with each other and some neighbors while coming to terms with of the loss of a roommate who died while ...                See full summary »,4.3,339,0.0,['Doug Witkins'],"['Fred Blanco', 'Randy Brown', 'Angel Ceja', 'Jesus Covarrubias']",bisexual
Tres mujeres en la hoguera,['Drama'],108 min,1979,"Alex, a real estate businessman, has no concerns in giving her wife every kind of freedom. They invite Gloria, an old friend of both, to spend the summer break in their countryside house ...                See full summary »",7.1,82,0.0,['Abel Salazar'],"['Maricruz Olivier', 'Pilar Pellicer', 'Maritza Olivares', 'Rogelio Guerra']",bisexual
Being at Home with Claude,"['Crime', ' Drama', ' Romance']",85 min,1992,It's hard to review this movie without giving anything away. Suffice it to say that it depicts the crime of one member of a gay male relationship and the desperate struggle for the lead ...                See full summary »,7.0,658,600000.0,['Jean Beaudin'],"['Roy Dupuis', 'Jacques Godin', 'Jean-François Pichette', 'Gaston Lepage']",bisexual
Changing Times,"['Drama', ' Romance']",94 min,2004,"Traveling from France to Tangiers, a man looks to reunite with his former love, though their romance ended some 30 years earlier.",6.1,1818,540000.0,['André Téchiné'],"['Catherine Deneuve', 'Gérard Depardieu', 'Gilbert Melki', 'Malik Zidi']",bisexual
Oh Baby!,['Comedy'],85 min,2008,Add a Plot,7.3,30,0.0,['Steven Rothblatt'],"['Claudia Abundis', 'Jorge Alberti', 'Laura Cerón', 'Didi Conn']",bisexual
New Wave,"['Comedy', ' Sport']",102 min,1983,"A group of eleven women organize a soccer team, as a manifesto against sexism.",4.9,150,0.0,[],"['Carla Camurati', 'Cristina Mutarelli', 'Tânia Alves', 'Regina Casé']",bisexual
Amaro amore,['Drama'],100 min,2012,Love is a bitter history of formation and growth. The discovery of the world. The self-discovery. The restless overcoming fragile shadow line of the first youth marks the path of three boys...                See full summary »,5.3,48,0.0,['Francesco Henderson Pepe'],"['Aylin Prandi', 'Francesco Casisa', 'Malik Zidi', 'Ángela Molina']",bisexual
Take a Deep Breath,"['Drama', ' Romance']",80 min,2004,"Sasa, a Belgrade University law student, tells her parents that she and her boyfriend Stefan are moving to Canada. That same night Sasa and Stefan suffer a car accident. Sasa wakes up in ...                See full summary »",5.6,368,0.0,['Dragan Marinkovic'],"['Mira Furlan', 'Ana Franic', 'Jelena Djokic', 'Bogdan Diklic']",bisexual
I Love You Both,"['Comedy', ' Drama']",90 min,2016,Krystal and her twin brother/roommate confront twenty-eight years of their codependency when they start dating the same guy.,4.5,562,0.0,['Doug Archibald'],"['Lucas Neff', 'Artemis Pebdani', 'Angela Trimbur', 'Kristin Archibald']",bisexual
Looking for Cheyenne,"['Drama', ' Romance']",86 min,2005,"Cheyenne, a journalist, decides to leave Paris after being laid off and to settle down in the middle of nowhere, far from the society she hates.The trouble is that she leaves Sonia, her ...                See full summary »",6.4,371,0.0,['Valérie Minetto'],"['Mila Dekker', 'Aurélia Petit', 'Malik Zidi', 'Luc Leclerc du Sablon']",bisexual
To an Unknown God,['Drama'],104 min,1977,"José, a homosexual magician of 50 years, lived his childhood in Granada (Spain). His father was a gardener in the Buendía house. There he once saw Federico García Lorca. One night of July ...                See full summary »",6.2,177,0.0,['Jaime Chávarri'],"['Héctor Alterio', 'Xabier Elorriaga', 'María Rosa Salgado', 'Mirta Miller']",bisexual
The Hills Have Thighs,['Comedy'],78 min,2008,"Local Hillbilly Icon Daniel Boone Owen has gone missing in Appalachia. He was last seen facedown in his favorite watering hole, Scatterbrain's, and the theories behind his disappearance are...                See full summary »",4.7,68,0.0,['James Bubba Cromer'],"['Hance Oliver', 'Dona Ayers', 'Mona Lisa Johnson', 'James Bubba Cromer']",bisexual
Søren,"['Drama', ' Romance']",108 min,2018,Exploration of love and relationships in contempòrary Bolivia.,4.9,50,0.0,['Juan Carlos Valdivia'],"['Willy Cartier', 'Erwin Berzain', 'Jessica Velarde', 'Romel Vargas']",bisexual
Listen,"['Mystery', ' Thriller']",101 min,1996,A young woman thinks one of her neighbors in her apartment building is a serial killer and begins to suspect both her current boyfriend and former girlfriend of being the killer.,4.8,352,0.0,['Gavin Wilding'],"['Brooke Langton', 'Sarah Buxton', 'Gordon Currie', 'Andy Romano']",bisexual
Listening to Rain,['Drama'],88 min,2012,"A coming of age, redemption story centered around an ambitious high school girl, and the hardships she endures during her senior year.",6.9,10,0.0,['Joshua Good'],"['Erica Gonzales', 'Samantha Rakell', 'Katie Stewart', 'Daniel Fedj']",bisexual
Portland Street Blues,"['Crime', ' Drama']",114 min,1998,"Following Sister Thirteen, from her teenage years, her bisexual love life, to her eventual rise to power as a Triad kingpin within the Hung Hing Society.",6.6,576,0.0,['Wai-Man Yip'],"['Sandra Kwan Yue Ng', 'Kristy Yeung', 'Alex Fong', 'Yeung-Ming Wan']",bisexual
Amores Possíveis,"['Comedy', ' Romance', ' Drama']",98 min,2001,"Fifteen year ago, Carlos went to the cinema to meet Júlia, his university colleague with whom he was in love. She never showed up. Carlos was left waiting in the lobby alone. While he waits...                See full summary »",6.6,1107,0.0,['Sandra Werneck'],"['Murilo Benício', 'Carolina Ferraz', 'Emílio de Mello', 'Beth Goulart']",bisexual
Happiness Adjacent,"['Comedy', ' Drama', ' Romance']",96 min,2018,"Explores the romance between Hank, a nice Jewish boy who definitely isn't looking for love, and Kurt, a Midwestern guy who desperately needs someone to break up the monotony of his stale ...                See full summary »",5.5,339,0.0,['Rob Williams'],"['Adam Fried', 'Ian Dick', 'Rachel Alig', 'Jorgie Goico']",bisexual
Broken Gardenias,"['Comedy', ' Drama', ' Romance']",88 min,2014,"Broken Gardenias is a Dark Comedy about Jenni, an orphaned semi-savant, who with the help of a street hustler named Sam, steal a car and head to Los Angeles to find Jenni's, father whom she hasn't seen or heard from since she was 6.",6.0,43,0.0,['Kai Alexander'],"['Alma S. Grey', 'Jack Morocco', 'Caroline Heinle', 'Louis Dezseran']",bisexual
Sextasy,['Drama'],104 min,2017,"A beautiful young girl intrudes into the life of a married couple and while seducing each of them, she brings pleasures they have never experienced before. To her, it's all a game and doesn't realize the grave consequences it ensues.",6.3,32,0.0,['Wei-Yen Yu'],"['Lin Sui', 'Jessica Wang', 'Yupeng Zhang']",bisexual
Die Jungfrauenmaschine,"['Drama', ' Romance']",84 min,1988,A reporter who goes to San Francisco to write about romance has an affair with a stripper from an all-women's club.,5.6,274,0.0,['Monika Treut'],"['Ina Blum', 'Marcelo Uriona', 'Gad Klein', 'Peter Kern']",bisexual
L.G.B.T. Love Stories,"['Comedy', ' Drama', ' Romance']",94 min,2016,"The lives of two drag-queen/ex-lovers; a wealthy, business man who must choose between his wife or his hidden sexual desires; a shy, young woman who falls in-love with her beautiful, ""straight"" roommate, and a gutsy transgender working girl who attempts to reclaim her dignity intertwine in four stories of love and romance.",3.6,65,0.0,[],"['Frederic Farina', 'Christina Russo', 'Danny Martinez', 'John Nikki Garcia']",bisexual
T.M.A.,"['Horror', ' Mystery', ' Thriller']",100 min,2009,A man leaves his busy city life for the peace of the country home where he spent his early childhood. His new life is soon disturbed by strange events.,4.7,207,0.0,['Juraj Herz'],"['Ivan Franek', 'Lenka Krobotová', 'Malgorzata Kozuchowska', 'Andrej Hryc']",bisexual
The Sticky Fingers of Time,['Sci-Fi'],81 min,1997,"A writer, Tucker Harding, is hired to cover an article on the hydrogen-bomb test, Nevada, 1952. While there, radiation mutates her code/soul, spawning in her the ability to travel through ...                See full summary »",6.1,487,20000.0,['Hilary Brougher'],"['Terumi Matthews', 'Nicole Zaray', 'Belinda Becker', 'James Urbaniak']",bisexual
I Will Survive,"['Comedy', ' Drama', ' Romance']",102 min,1999,"Marga is having a streak of bad luck. She tries to regain her self-confidence through her friendship with Rosa, but love interests again create conflict. While developing a relationship ...                See full summary »",6.2,863,0.0,[],"['Emma Suárez', 'Juan Diego Botto', 'Mirta Ibarra', 'Rosana Pastor']",bisexual
Open Future,['Drama'],118 min,1983,"A 16 year old boy growing up in the 60'ies, trying to go his own ways. He is inseparable from his friends and starts dropping school and starts experimenting with life, sex, drugs, alcohol.",5.2,133,0.0,[],"['Thomas Robsahm', 'Are Sjaastad', 'Espen Moreite', 'Julie Wiggen']",bisexual
Haplos,['Drama'],93 min,2015,Add a Plot,-1,0,0.0,['Toni Te'],"['Kenzuki Laxa', 'Javie Cojuangco Lucas', 'Vlad Rosero', 'Vin Dela Pena']",bisexual
A Florida Enchantment,['Comedy'],63 min,1914,"A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins.",5.8,300,0.0,['Sidney Drew'],"['Sidney Drew', 'Edith Storey', 'Charles Kent', 'Mrs. Sidney Drew']",bisexual
Blind Target,"['Adventure', ' Thriller', ' Action']",90 min,2000,Blind Target is the story of a young woman who emigrated from the poor tiny Latin American country of San Hermoso only to strike it rich and famous as an author in the United States. When ...                See full summary »,3.2,263,0.0,['Jesús Franco'],"['Rachel Sheppard', 'Tatiana Cohen', 'Lina Romay', 'Roger Pavlovich']",bisexual
Cavafy,"['Biography', ' Drama']",85 min,1996,Loosely based on the life of Greek poet Konstantinos Kavafis.,5.7,492,0.0,['Yannis Smaragdis'],"['Dimitris Katalifos', 'Vasilis Diamantopoulos', 'Magia Lymberopoulou', 'Lazaros Georgakopoulos']",bisexual
The Coffee Shop,"['Comedy', ' Romance']",90 min,2014,"The Cup coffee house, a gay hot spot, its workers, its regulars, and the drama it has to deal with every day. There's the owner of the shop, the fabulous Bea Reasonable and the flamboyant ...                See full summary »",3.8,108,0.0,['A.J. Mattioli'],"['Blanche Baker', 'Elissa Goldstein', 'Keith Collins', 'Julia Weldon']",bisexual
Gu lian hua,"['Drama', ' Romance']",108 min,2005,A woman's lesbian feeling towards two different female singers - one in Shanghai during late 1940s and another in Taiwan during late 1950s.,7.0,105,0.0,['Jui-Yuan Tsao'],"['Anita Yuen', 'Angelica Lee', 'Shu-shen Hsiao', 'Chung-Hua Tou']",bisexual
Verde verde,['Drama'],74 min,2012,"A paramedic of naval merchant meets a young computer engineer, aspiring pilot, and invites him to his hangar, where he reveals his true personality. An ambivalent game starts for all night long.",5.7,52,0.0,['Enrique Pineda Barnet'],"['Héctor Noas', 'Carlos Miguel Caballero', 'Farah Maria', 'Rocío García']",bisexual
Sticks and Stones,['Drama'],85 min,1970,Peter and Buddy are throwing a 4th of July Fire Island party and you're all invited. Best described as a low-budget version of The Boys In The Band.,4.6,145,0.0,['Stan Lopresto'],"['Craig Dudley', 'J. Will Deane', 'Jimmy Foster', 'Robert Case']",bisexual
Sérieux comme le plaisir,"['Comedy', ' Romance']",96 min,1975,"The road trip adventures of Bruno, Patrice and Ariane -- two men and a woman who live happily together in a polyamorous relationship.",5.5,199,0.0,['Robert Benayoun'],"['Jane Birkin', 'Richard Leduc', 'Georges Mansart', 'Raymond Bussières']",bisexual
Vedettes al desnudo,"['Crime', ' Drama', ' Thriller']",77 min,2003,"A story of revenge, murder and violence in the gray streets of Lima.",6.2,17,0.0,['Leonidas Zegarra'],"['Wilmer Ato', 'Juana Judith Bustos', 'Azucena Del Río', 'Susy Díaz']",bisexual
Dog Days,['Drama'],95 min,2016,"Late one night, a young woman in provincial China discovers her boyfriend and infant son are missing. Desperate and determined to find them, she makes a deal with a cabaret performer named Sunny who knows more about them than he should.",7.4,88,0.0,['Jordan Schiele'],"['Lu Huang', 'Lanshan Luo', 'Muchen Tian']",bisexual
Flatbush Luck,"['Comedy', ' Crime', ' Drama']",93 min,2016,Telephone repairmen plan to get insider stock info by tapping a client's line. The plan quickly goes south when they overhear a murder plot.,5.3,125,0.0,['Casper Andreas'],"['Tanner Novlan', 'Robby Stahl', 'Briana Marin', 'Alex McKenna']",bisexual
Corpo Devasso,['Drama'],84 min,1980,"Beto (David Cardoso) is expelled from the lands where he works, when the landlord finds him in bed with his daughter. He moves to the great city of São Paulo and, without having a former ...                See full summary »",5.9,48,0.0,['Alfredo Sternheim'],"['Arlindo Barreto', 'Luiz Carlos Braga', 'Zilca Brandão', 'David Cardoso']",bisexual
"The Young, the Gay and the Restless","['Comedy', ' Drama']",76 min,2006,"An aging, wealthy diva, Ms. Victoria Gaylord, in her late 50's learns that she has a mysterious illness and will soon be dead. Her family, friends, and entourage gather at her fabulous ...                See full summary »",3.3,246,0.0,['Joe Castro'],"['Chris Brown', 'Caleb Campbell', 'Damien Christopher', 'Holly Karrol Clark']",bisexual
Men Not Allowed,"['Drama', ' Romance']",115 min,2006,A woman falls in love with another woman while she is engaged to be married to a man.,4.1,52,0.0,['Shrey Srivastava'],"['Payal Rohatgi', 'Tina Mazumdar', 'Nassar Abdulla', 'Tarun Arora']",bisexual
The Big Gay Hangover,['Comedy'],81 min,2017,Karter and his friends experience the gay bachelor weekend of a lifetime. Will they find him in time to make his wedding?,7.8,14,0.0,['Henderson Maddox'],"['Hanifah Ali', 'Ben Bladin', 'Kash Dinero', 'Precious Dixon']",bisexual
Aarekti Premer Golpo,['Drama'],128 min,2010,"The movie is about a Delhi base trans gender documentary filmmaker Abhiroop Sen and his bisexual lover cinematographer. They wanted to make a documentary on the life of famous ""Jatra"" actor...                See full summary »",6.8,214,0.0,[],"['Rituparno Ghosh', 'Chapal Bhaduri', 'Indraneil Sengupta', 'Jisshu Sengupta']",bisexual
"Thanatos, Drunk",['Drama'],107 min,2015,They live in an old house on the fringe of Taipei City: Rat and his elder gay brother Shanghe. Two brothers look for jobs to survive while search for themselves and long for a foothold in ...                See full summary »,7.1,582,0.0,['Tso-chi Chang'],"['Hong-Chi Lee', 'Jen-Shuo Cheng', 'Shang-Ho Huang', 'Hsueh-Feng Lu']",bisexual
This I Wish and Nothing More,['Drama'],80 min,2000,A young man lives in rural Hungary with his girlfriend Mari. Also on the scene is her homosexual brother. Mari doesn't know that when the two men go to work in the city they raise cash by ...                See full summary »,5.2,207,0.0,['Kornél Mundruczó'],"['Ervin Nagy', 'Roland Rába', 'Martina Kovács', 'Imre Csuja']",bisexual
A Wedding Most Strange,"['Comedy', ' Drama', ' Family']",84 min,2011,"One groom, two would-be wives, four possible husbands... and one decision.",4.3,192,0.0,['Trevor Garlick'],"['Chris Finch', 'Louise Houghton', 'Adz Hunter', 'Valary Sanders']",bisexual
Can,"['Drama', ' Romance']",84 min,2007,"A girl who ran away from her home in order to reach the glittering life she longed for as soon as possible, meets the agency owner Leman and opens the doors of fame. But meanwhile, her ...                See full summary »",3.7,105,0.0,['Oguz Eruzun'],"['Tugçe Kazaz', 'Berke Üzrek', 'Nurseli Idiz', 'Murat Akkoyunlu']",bisexual
"Simon, el gran varón","['Crime', ' Drama', ' Mystery']",90 min,2002,"The first-born son of a wealthy Mexican businessman, Simon is doted upon by his father, Don Andres. But as Simon grows older, he displays a fondness for dressing in women's clothing and playing with dolls.",5.2,42,0.0,[],"['Alberto Estrella', 'Hugo Stiglitz', 'Alicia Encinas', 'Gibran Gonzalez']",bisexual
Will You Still Love Me Tomorrow?,"['Comedy', ' Drama', ' Romance']",104 min,2013,A married man begins to question his sexual orientation as he and his wife consider having another child.,6.7,639,0.0,['Arvin Chen'],"['Richie Jen', 'Mavis Fan', 'Chin-Hang Shih', 'Kimi Hsia']",bisexual
Amorosa,"['Biography', ' Drama']",117 min,1986,"Swedish author Agnes Von Krusenstjerna defies convention and her family's wishes by writing erotic fiction. As she harnesses her talent and explores her own sexuality, she puts herself on a dangerous path.",5.7,229,0.0,['Mai Zetterling'],"['Stina Ekblad', 'Erland Josephson', 'Philip Zandén', 'Lena T. Hansson']",bisexual
Love Life,['Romance'],72 min,2006,"An intimately observed love story, LOVE LIFE carefully examines the sexually secretive marriage of Joe and Mary Hahn. When a passionate extra-marital encounter leaves Joe with an emotional ...                See full summary »",5.1,231,0.0,['Damion Dietz'],"['Keith Bearden', 'Stephan D. Gill', 'Stephanie Kirchen', 'Jill Kocalis']",bisexual
Fit,"['Drama', ' Romance']",108 min,2010,Takes a look at gay and straight love among the new millennials. Everything from secret crushes to homophobic attitudes are revealed by the rambunctious students taking Drama and Dance from...                See full summary »,6.3,501,0.0,['Rikki Beadle Blair'],"['Duncan MacInnes', 'Ludvig Bonin', 'Sasha Frost', 'Lydia Toumazou']",bisexual
Guardian of the Frontier,"['Drama', ' Horror', ' Mystery']",98 min,2002,A canoe trip down the river Kolpa becomes a journey of discovery for three female students.,5.8,447,0.0,['Maja Weiss'],"['Iva Krajnc', 'Pia Zemljic', 'Tanja Potocnik', 'Jonas Znidarsic']",bisexual
Diverso da chi?,"['Comedy', ' Romance']",100 min,2009,"What happens when an openly gay man decides to run for mayor in a super conservative town in North Eastern Italy, using his homosexuality as his secret weapon? What would happen if during ...                See full summary »",6.2,1073,0.0,['Umberto Riccioni Carteni'],"['Luca Argentero', 'Claudia Gerini', 'Filippo Nigro', 'Antonio Catania']",bisexual
Should a Schoolgirl Tell?,['Comedy'],67 min,1969,Schoolgirl Josefine learns from an early age to use sex to gain advantages. The school's gym teacher is arrested and accused of indecent behavior but the court dismisses the case when Josefine uses her female charm on the jurors.,4.7,89,0.0,['Géza von Cziffra'],"['Barbara Capell', 'Karl Lieffen', 'Rolf Eden', 'Ivano Davoli']",bisexual
Septej,['Romance'],82 min,1996,"Sixteen-year-old Anna escapes from the family house in the province, due to the fact that she doesnt want to go to military school chosen by her father who wants Anna to be a soldier like ...                See full synopsis »",6.3,312,0.0,['David Ondricek'],"['Tatiana Dyková', 'Jan P. Muchow', 'Jan Cechticky', 'Martin Mysicka']",bisexual
Poised,['Drama'],83 min,2019,"In a complex tale of interweaving relationships, a gay Occupational therapist in London explores the meaning of what it is to love and heal.",6.5,44,0.0,['Robert Cairns'],"['Luca Calvani', 'Johanna Taylor', 'Yiannis Alexiou', 'Venetia Grivas']",bisexual
Défense d'aimer,['Drama'],96 min,2002,Bruce leaves his girlfriend behind in Paris for an arts fellowship that will allow him to live and work in Rome. Staying at a villa that once belonged to the Medici and being allowed to ...                See full summary »,5.4,274,0.0,['Rodolphe Marconi'],"['Rodolphe Marconi', 'Andrea Necci', 'Echo Danon', 'Orietta Gianjorio']",bisexual
Southwest,"['Action', ' Crime', ' Drama']",N/A,2013,"Ex-military Captain Samantha Williams, is ""recruited"" to put together a team of ex-military and criminals. Williams must carry out unlawful orders to protect the world's most powerful criminal organization, the US Government.",7.8,119,0.0,['Shawn Lecrone'],"['Danielle Lecrone', 'Eric D. Young', 'Barry Fitzgerald', 'David Robbins']",bisexual
Sayaka vs. Chiyo-kun: Abnormal lez,['Comedy'],58 min,1989,Add a Plot,6.1,22,0.0,['Sachi Hamano'],"['Sayaka Asai', 'Chiyo-kun', 'Reika Kazami', 'Saori Yoshimura']",bisexual
Curiosity Killed the Cat,"['Comedy', ' Drama', ' Romance']",85 min,2012,"The last time Helen entered The Cup Coffeehouse, she broke up with her bi-sexual boyfriend whose gay side was suddenly overshadowing his straight side as he flirted with Jamie, the ...                See full summary »",9.4,17,0.0,['A.J. Mattioli'],"['Blanche Baker', 'Elissa Goldstein', 'Keith Collins', 'Samantha Artese']",bisexual
You I Love,"['Comedy', ' Romance']",83 min,2004,"On their first anniversary, Vera comes home to discover her boyfriend Tim in bed with another man.",6.2,949,60000.0,[],"['Damir Badmaev', 'Lyubov Tolkalina', 'Evgeniy Koryakovskiy', 'Nina Agapova']",bisexual
Bathing Franky,"['Comedy', ' Drama']",86 min,2012,"When an ex-con falls under the spell of a backyard magician, the illusion is shattered.",6.9,145,0.0,['Owen Elliott'],"['Henri Szeps', 'Maria Venuti', 'Shaun Goss', 'Bree Bain']",bisexual
The Trio,"['Comedy', ' Crime', ' Romance']",93 min,1998,"Zobel and Karl are a long time gay couple who live together in a trailer home with Lizzie, Zobel's spunky daughter from a heterosexual misadventure. Together these three form a team of ...                See full summary »",6.3,386,0.0,['Hermine Huntgeburth'],"['Götz George', 'Christian Redl', 'Jeanette Hain', 'Felix Eitner']",bisexual
Aligned,['Drama'],78 min,2023,Aligned: a sensual journey revealing inner beauty and self-love's transcendence power.,7.6,19,0.0,['Apollo Bakopoulos'],"['Panos Malakos', 'Dimitris Fritzelas', 'Mantalena Papadatou', 'Yannis Adoniou']",bisexual
So Pretty,['Drama'],83 min,2019,Four queer and trans youth in New York City struggle to maintain their proto-utopian community against the outside world as their lives curiously merge with the 1980s German novel So Schön by Ronald M. Schernikau.,5.1,377,0.0,['Jessica Dunn Rovinelli'],"['Edem Dela-Seshie', 'Thomas Love', 'Rachika Samarth', 'Jessica Dunn Rovinelli']",bisexual
Unhappy Birthday,"['Drama', ' Horror', ' Mystery']",89 min,2011,"Set in and around the remote tidal island of Amen, Unhappy Birthday is the fictional story of three outsiders' battles against the twisted morals of an antiquated community. Inspired by ...                See full summary »",4.0,279,0.0,[],"['David Paisley', 'Christina De Vallee', 'Jill Riddiford', 'Jonathan Keane']",bisexual
Kickoff,"['Comedy', ' Drama', ' Sport']",99 min,2011,"In 5-man-a-side soccer, a newly formed gay team goes up against an established team with a deserved reputation for violence and a skittish first-time official, with more action off-field than on.",5.2,490,0.0,['Rikki Beadle Blair'],"['Duncan MacInnes', 'Ian Sharp', 'Kyle Treslove', 'Ludvig Bonin']",bisexual
Miente,"['Drama', ' Mystery', ' Thriller']",94 min,2009,"Henry is an introverted young artist who, seeking to escape the banality and violence of urban life, begins to blur the distinction between fantasy and reality.",5.7,93,0.0,['Rafi Mercado'],"['Oscar H. Guerrero', 'Mariana Santangelo Goldman', 'Frank Perozo', 'Teresa Hernández']",bisexual
Life and Death,['Drama'],83 min,1980,"When a married doctor brings home a gay medical student that he's smitten with, his wife goes along and the three try to build a non-traditional relationship. Then society's homophobia intervenes.",4.5,36,0.0,[],"['Bjørn Skagestad', 'Kjersti Døvigen', 'Audun Meling', 'Sossen Krohg']",bisexual
Faites comme si je n'étais pas là,['Drama'],101 min,2000,"Eric is a lonely voyeur who is thrilled when a strange couple, Fabienne and Tom, move in next door. Will Eric stop being a mere spectator at last?",6.5,428,0.0,['Olivier Jahan'],"['Jérémie Renier', 'Aurore Clément', 'Johan Leysen', 'Sami Bouajila']",bisexual
10 Attitudes,"['Comedy', ' Drama']",87 min,2001,A Jewish man discovers his boyfriend of 10 years has been cheating on him.,4.9,315,0.0,['Michael O. Gallant'],"['Jason Stuart', 'Jim J. Bullock', 'Christopher Cowan', 'David Faustino']",bisexual
Bruno & Earlene Go to Vegas,"['Adventure', ' Drama', ' Romance']",95 min,2013,"Earlene arrives at Venice Beach after running away from an estranged lover, only to become fast friends with an Australian skater who is also lost. Together, they set out into the desert to find themselves.",5.2,151,0.0,['Simon Savory'],"['Cassandra Peterson', 'Sheena Metal', 'Ashleigh Sumner', 'Simon Savory']",bisexual
"Habibi, amor mío","['Drama', ' Romance']",95 min,1981,Add a Plot,6.3,29,0.0,['Luis Gómez Valdivieso'],"['Stefano Patrizi', 'Lilli Carati', 'Miguel Ayones', 'Leonora Fani']",bisexual
Maple Palm,"['Comedy', ' Drama', ' Romance']",116 min,2006,"A lesbian couple of fifteen years lives with the secret that one is an illegal immigrant. With no legal way to protect their relationship, the couple lives in fear of deportation. After an ...                See full summary »",1.8,409,0.0,['Ralph Torjan'],"['Deborah Stewart', 'Taymour Ghazi', 'Andrea Carvajal', 'Robert J. Feldman']",bisexual
Okoge,"['Drama', ' Romance']",120 min,1992,"Sayoko, a young woman, meets Goh and his older gay lover Tochi, and invites them to use a room in her apartment. The three become good friends until Tochi's wife threatens to expose Tochi ...                See full summary »",7.1,226,250000.0,['Takehiro Nakajima'],"['Misa Shimizu', 'Takehiro Murata', 'Takeo Nakahara', 'Atsushi Fukazawa']",bisexual
Flirting with Anthony,"['Romance', ' Thriller']",88 min,2005,"After a death in the family, the bisexual Anthony and his slutty girlfriend of convenience embark on a bizarre road trip filled with multiple sex partners, an eclectic psychic (Mink Stole),...                See full summary »",2.8,440,0.0,['Christian Calson'],"['Daniel Cartier', 'Lowe Cunningham', 'Ryan A. Allen', 'Linus']",bisexual
As Good As You,"['Comedy', ' Drama']",85 min,2015,A serious comedy about grief.,5.5,49,0.0,['Heather de Michele'],"['Laura Heisler', 'Anna Fitzwater', 'Raoul Bhaneja', 'Bryan Dechart']",bisexual
Candie's Harem,"['Horror', ' Mystery']",105 min,2015,Candie is a bisexual who has a perfect setup with multiple partners until everyone starts dying around her.,7.0,57,0.0,['Michael Wade Johnson'],"['Portia Chellelynn', 'James Matthew Fuller', 'Joe DeBartolo', 'Joel D. Young']",bisexual
Over 18... and Ready!,['Drama'],70 min,1969,"A teenage girl sets out to active fame in Hollywood as an actress, only a sleazy producer's wife has other plans for her.",3.8,125,0.0,['Lloyd Allen'],"['Mary McRea', 'Larry Martinelli', 'Margo Stevens', 'Michelle LeGrande']",bisexual
Adão e Eva,['Drama'],104 min,1995,"Catarina Menezes is a bisexual TV reporter who decides to have a child on her own and chooses Spanish humanitarian doctor Rafael to father the child, setting up an elaborate charade to lure...                See full summary »",5.7,486,0.0,['Joaquim Leitão'],"['Maria de Medeiros', 'Joaquim de Almeida', 'Karra Elejalde', 'Ana Bustorff']",bisexual
Amor Maldito,['Drama'],76 min,1984,"Two young women with different social backgrounds have a lesbian relationship. The real problems begin when one of them also gets involved with a man, a journalist.",6.0,73,0.0,['Adélia Sampaio'],"['Monique Lafond', 'Wilma Dias', 'Emiliano Queiroz', 'Neuza Amaral']",bisexual
